customerID,Contract,tenure,MonthlyCharges,y_true,y_proba,y_pred,error_type
6445-TNRXS,Two year,68,114.7,0,0.11998583407489341,0,TN
9586-JGQKH,Two year,64,105.4,0,0.20261352328340698,0,TN
3966-HRMZA,Month-to-month,3,75.05,0,0.7628953709362187,1,FP
5498-IBWPI,One year,66,49.4,0,0.047610416317106434,0,TN
6823-SIDFQ,One year,28,18.25,0,0.08853252394375463,0,TN
2323-ARSVR,Two year,67,111.05,0,0.15564166589972958,0,TN
5468-BPMMO,Month-to-month,46,19.6,0,0.12146124283627878,0,TN
0486-HECZI,Month-to-month,55,96.75,1,0.5645985347447247,1,TP
2178-PMGCJ,Month-to-month,22,69.7,0,0.6959271364045752,1,FP
4660-IRIBM,Month-to-month,18,87.9,0,0.6427648840932638,1,FP
9674-EHPPG,Two year,46,40.4,0,0.04213386109800249,0,TN
5606-AMZBO,Month-to-month,10,78.15,0,0.732988609605801,1,FP
0665-XHDJU,Two year,72,99.4,0,0.304161292918303,0,TN
5402-HTOTQ,Month-to-month,16,55.3,0,0.5678189231528852,1,FP
8258-GSTJK,Month-to-month,3,77.0,1,0.8939098297779149,1,TP
3787-TRIAL,Month-to-month,21,26.05,0,0.6316943444738445,1,FP
6175-IRFIT,Month-to-month,5,78.75,0,0.7898454898709237,1,FP
6317-YPKDH,Month-to-month,1,29.95,1,0.6588183398700499,1,TP
5692-FPTAH,Month-to-month,1,45.4,1,0.6633258682609551,1,TP
5373-SFODM,Month-to-month,36,85.25,1,0.7509383435832587,1,TP
0868-VJRDR,Two year,64,104.05,0,0.11827666757722434,0,TN
4079-VTGLK,Two year,30,74.85,0,0.3113718000180053,0,TN
1166-PQLGG,Two year,72,19.55,0,0.005689701455804739,0,TN
5296-BFCYD,Two year,46,20.1,0,0.02505309837075699,0,TN
6568-POCUI,Two year,45,95.2,0,0.25384255142181,0,TN
2839-RFSQE,Month-to-month,2,20.65,1,0.3699402880741711,0,FN
2188-SXWVT,One year,34,55.0,0,0.10760025930280885,0,TN
8849-GYOKR,One year,54,106.55,1,0.3025199104448036,0,FN
3623-FQBOX,Month-to-month,21,19.95,0,0.2788423971674973,0,TN
2649-HWLYB,Two year,65,76.15,0,0.0315244956318799,0,TN
0599-XNYDO,Month-to-month,20,69.8,0,0.7033076558333167,1,FP
2514-GINMM,Month-to-month,1,79.5,1,0.8886890260918073,1,TP
8401-EMUWF,Month-to-month,42,69.4,0,0.28047203771233525,0,TN
5766-ZJYBB,Month-to-month,1,19.4,1,0.3941355140754006,0,FN
2604-IJPDU,Month-to-month,20,96.55,0,0.6386833109580896,1,FP
2501-XWWTZ,Month-to-month,11,70.2,0,0.7662047089715196,1,FP
6370-ZVHDV,Two year,61,25.3,0,0.014957324476286053,0,TN
3027-YNWZU,Two year,64,25.0,0,0.013187625642914067,0,TN
4526-ZJJTM,Month-to-month,25,88.4,0,0.6560051459853916,1,FP
0440-QEXBZ,Month-to-month,44,50.15,0,0.3456568464434444,0,TN
0330-IVZHA,Month-to-month,5,69.95,1,0.7970047438378383,1,TP
9758-MFWGD,One year,48,29.9,0,0.11662469061924005,0,TN
4229-CZMLL,Month-to-month,6,74.9,1,0.8738583813519014,1,TP
0742-MOABM,Month-to-month,4,50.05,1,0.4833759675690501,0,FN
4277-BWBML,Two year,72,19.95,0,0.0056558031248894435,0,TN
5136-GFPMB,Month-to-month,54,89.4,0,0.5235848314466391,1,FP
7520-HQWJU,Month-to-month,66,67.45,0,0.10727691508044016,0,TN
6304-IJFSQ,Month-to-month,3,49.9,1,0.6182560343243378,1,TP
0297-RBCSG,One year,19,65.35,0,0.2818474409982536,0,TN
6013-BHCAW,Two year,61,81.0,0,0.0774010231316627,0,TN
4402-FTBXC,Month-to-month,54,89.8,0,0.35664299422560547,0,TN
1471-GIQKQ,Month-to-month,1,49.95,0,0.6311823688525487,1,FP
4283-FUTGF,Month-to-month,19,79.85,1,0.838370303861941,1,TP
9548-LERKT,Two year,24,19.75,0,0.055463086765501775,0,TN
8059-UDZFY,Month-to-month,33,105.35,0,0.7378147617704812,1,FP
0410-IPFTY,Month-to-month,31,83.85,0,0.6659365838912424,1,FP
2478-EEWWM,Month-to-month,59,44.3,0,0.48649750548428683,0,TN
4619-EVPHY,One year,20,91.0,0,0.686733470609928,1,FP
2277-DJJDL,Month-to-month,60,99.0,0,0.7071037254741235,1,FP
2911-WDXMV,Month-to-month,18,80.55,0,0.7066772932269245,1,FP
3639-XJHKQ,Month-to-month,19,60.6,0,0.39648013082228706,0,TN
8173-RXAYP,Two year,24,19.7,0,0.04301908079977281,0,TN
4537-CIBHB,One year,9,20.25,0,0.14656691506619182,0,TN
5442-BXVND,Month-to-month,33,24.25,0,0.14198248950329523,0,TN
2308-STERM,Month-to-month,2,19.4,0,0.3775994445395068,0,TN
7159-NOKYQ,Two year,67,93.15,0,0.2642800911060299,0,TN
6075-QMNRR,Month-to-month,52,49.75,0,0.16387926213544718,0,TN
3694-GLTJM,Month-to-month,5,19.65,0,0.41196418621057324,0,TN
9629-NHXFW,Month-to-month,1,19.4,0,0.41638155874093247,0,TN
7167-PCEYD,Two year,67,19.8,0,0.012894859984061414,0,TN
2748-MYRVK,One year,63,99.9,1,0.3251031477174331,0,FN
4223-WOZCM,Month-to-month,2,49.95,0,0.611781174078298,1,FP
6946-LMSQS,One year,25,89.05,1,0.6654091291051099,1,TP
5469-NUJUR,Two year,19,19.95,0,0.0900091276591689,0,TN
6388-TABGU,One year,62,56.15,0,0.0337312526415732,0,TN
1261-FWTTE,Month-to-month,23,34.65,0,0.6743020805029634,1,FP
8590-YFFQO,Two year,70,64.95,0,0.012636067618121607,0,TN
0082-OQIQY,Month-to-month,29,94.2,0,0.7684501249448971,1,FP
9465-RWMXL,Month-to-month,32,78.9,1,0.7566400755108663,1,TP
2930-UOTMB,Month-to-month,31,65.25,1,0.21609954798289044,0,FN
9128-CPXKI,Two year,59,95.8,0,0.2496483079367759,0,TN
0484-FFVBJ,One year,32,64.85,0,0.34826850513614366,0,TN
1100-DDVRV,Month-to-month,17,49.8,0,0.7285430983916124,1,FP
9313-QOLTZ,Month-to-month,26,20.9,0,0.1798087937745523,0,TN
3338-CVVEH,Month-to-month,12,94.55,0,0.87400037110259,1,FP
1131-SUEKT,One year,61,98.45,0,0.26152692335161015,0,TN
7602-DBTOU,Two year,71,19.6,0,0.007797263537349817,0,TN
1385-TQOZW,Month-to-month,9,20.45,0,0.36644291789083877,0,TN
6892-XPFPU,Month-to-month,24,104.25,1,0.8746653865049974,1,TP
4115-NZRKS,Month-to-month,7,89.15,0,0.9067119970140627,1,FP
5514-YQENT,Two year,41,111.15,0,0.2106077168195898,0,TN
6319-IEJWJ,Month-to-month,20,90.2,1,0.8272908175129831,1,TP
8849-AYPTR,Month-to-month,33,91.25,0,0.7467533008049552,1,FP
5893-PYOLZ,Two year,56,81.8,0,0.07270898230380052,0,TN
7180-PISOG,Month-to-month,1,74.5,1,0.8679262557462781,1,TP
8443-ZRDBZ,Month-to-month,4,76.05,1,0.8777162889328269,1,TP
9079-YEXQJ,Month-to-month,54,111.1,1,0.5889982054733076,1,TP
3780-YVMFA,Month-to-month,8,68.55,0,0.6780404762268042,1,FP
6968-MHOMU,One year,58,45.0,0,0.24024885927047304,0,TN
0899-LIIBW,Month-to-month,34,100.85,0,0.7936386990255937,1,FP
3677-IYRBF,Month-to-month,2,30.4,1,0.8341807948499477,1,TP
8393-DLHGA,Month-to-month,25,95.9,1,0.7817395864686085,1,TP
7691-XVTZH,Two year,68,89.95,0,0.18436638388637508,0,TN
5360-LJCNJ,Two year,71,105.15,0,0.22739092779534725,0,TN
3891-PUQOD,Month-to-month,1,59.2,1,0.6650692965060111,1,TP
0952-KMEEH,Month-to-month,13,98.15,1,0.7613370945351746,1,TP
4919-IKATY,Month-to-month,5,84.5,1,0.7861830284304747,1,TP
9746-UGFAC,One year,22,20.85,0,0.10338948421236216,0,TN
9108-EQPNQ,Two year,10,26.1,0,0.08694382491894478,0,TN
0531-ZZJWQ,Month-to-month,55,74.0,0,0.6458122565594873,1,FP
8763-KIAFH,One year,27,20.55,0,0.1014758769793849,0,TN
5863-OOKCL,Month-to-month,10,18.85,0,0.3022551157113308,0,TN
2958-NHPPS,Month-to-month,23,20.85,0,0.2614022319486623,0,TN
9530-GRMJG,Two year,70,84.1,0,0.08254048134011173,0,TN
1809-DMJHQ,Month-to-month,5,46.0,1,0.4876244507934589,0,FN
0164-XAIRP,Two year,24,19.55,0,0.06913347352257153,0,TN
2926-JEJJC,One year,8,20.2,0,0.22691001631107183,0,TN
1169-WCVAK,Month-to-month,19,88.8,0,0.5690786441053265,1,FP
1217-VASWC,One year,43,100.55,0,0.5140467416338389,1,FP
2452-KDRRH,Month-to-month,67,101.4,0,0.6367674418875057,1,FP
6402-EJMWF,Month-to-month,4,55.3,0,0.7021634405087837,1,FP
7663-CUXZB,Two year,59,113.75,0,0.17836272500744169,0,TN
4312-KFRXN,Two year,72,25.4,0,0.010125326193107092,0,TN
3011-WQKSZ,Month-to-month,19,20.0,0,0.3211549791180665,0,TN
9747-DDZOS,Month-to-month,1,73.5,1,0.7436493779159907,1,TP
2091-MJTFX,Month-to-month,30,51.2,1,0.41601003849214774,0,FN
0388-EOPEX,Month-to-month,2,74.4,1,0.80052146323958,1,TP
3161-ONRWK,One year,60,65.85,0,0.0386035429226026,0,TN
2587-EKXTS,Month-to-month,44,111.5,0,0.7077467888553229,1,FP
9752-ZNQUT,Month-to-month,1,48.6,0,0.7115817271223045,1,FP
9572-WUKSB,Month-to-month,3,29.9,0,0.7638624185673599,1,FP
3836-FZSDJ,Two year,71,24.85,0,0.012318671786036663,0,TN
8805-JNRAZ,Month-to-month,2,49.2,0,0.5426089264590298,1,FP
3069-SSVSN,One year,1,25.85,0,0.530616358321722,1,FP
8015-IHCGW,Two year,72,115.5,0,0.15336330135812326,0,TN
8132-YPVBX,Month-to-month,6,85.95,0,0.7999256345808207,1,FP
0235-KGSLC,Month-to-month,1,85.55,1,0.8281390988801444,1,TP
1302-UHBDD,Month-to-month,20,89.95,0,0.8282644898875489,1,FP
3722-WPXTK,Month-to-month,1,88.35,1,0.9128586699247739,1,TP
7531-GQHME,Month-to-month,12,20.05,0,0.2775660416014661,0,TN
1335-NTIUC,Month-to-month,9,24.95,0,0.7778541813033051,1,FP
9367-TCUYN,Month-to-month,12,20.1,0,0.2799433967099302,0,TN
1536-HBSWP,Month-to-month,1,49.9,0,0.6642111543114905,1,FP
8573-JGCZW,One year,17,19.65,0,0.1744573506119259,0,TN
2694-CIUMO,Month-to-month,12,79.55,0,0.7264124750047424,1,FP
2027-FECZV,Month-to-month,12,106.7,1,0.8837040572150209,1,TP
9103-TCIHJ,Month-to-month,15,55.7,1,0.5023918884677582,1,TP
1545-JFUML,Two year,71,99.0,0,0.17498644284621478,0,TN
0524-IAVZO,Month-to-month,30,85.0,1,0.8174485877078334,1,TP
5519-TEEUH,One year,33,20.15,0,0.08198853872278374,0,TN
6654-QGBZZ,Month-to-month,1,19.9,0,0.3838542677024754,0,TN
2294-DMMUS,Month-to-month,62,70.45,0,0.30276013958233394,0,TN
0017-IUDMW,Two year,72,116.8,0,0.1059287761972252,0,TN
5018-LXQQG,Month-to-month,30,66.3,0,0.19274795990537383,0,TN
5808-TOTXO,One year,3,20.55,0,0.22250418516662057,0,TN
1174-FGIFN,One year,28,90.45,0,0.559956357775644,1,FP
0730-KOAVE,Month-to-month,30,94.3,0,0.6337185890223056,1,FP
1218-VKFPE,Month-to-month,12,19.0,1,0.24430013965371267,0,FN
5313-FPXWG,One year,51,24.6,0,0.06280159995060874,0,TN
2834-JKOOW,One year,15,45.9,0,0.2005215665787394,0,TN
9430-NKQLY,Two year,72,25.1,0,0.01091037594296159,0,TN
0363-QJVFX,Month-to-month,32,108.15,1,0.622068117330942,1,TP
1658-TJVOA,Month-to-month,6,74.1,0,0.8036669854226276,1,FP
6685-GBWJZ,One year,63,70.8,0,0.04364912468577304,0,TN
6328-ZPBGN,Month-to-month,11,95.15,1,0.8796200823676122,1,TP
4003-FUSHP,Month-to-month,19,61.55,0,0.46886804361088436,0,TN
7690-KPNCU,One year,64,73.05,0,0.09977391213961627,0,TN
2969-WGHQO,One year,7,69.45,0,0.30160322127088063,0,TN
1855-CFULU,Month-to-month,4,20.05,0,0.38973289271356776,0,TN
9788-YTFGE,Month-to-month,7,19.95,0,0.41148933885591626,0,TN
8266-VBFQL,Month-to-month,4,90.4,0,0.8317005412273465,1,FP
2325-NBPZG,Month-to-month,3,74.55,0,0.7926377657946937,1,FP
9906-NHHVC,Two year,65,53.5,0,0.10950170432920148,0,TN
2541-YGPKE,One year,42,63.7,0,0.07903285066362079,0,TN
5049-MUBWG,One year,26,75.0,0,0.18374902164549922,0,TN
2332-TODQS,One year,48,25.05,0,0.04910526376804818,0,TN
4419-UJMUS,Two year,69,99.35,0,0.23176551977900137,0,TN
2233-TXSIU,One year,17,44.45,0,0.2854186192113613,0,TN
6770-XUAGN,Month-to-month,1,21.0,1,0.4937189948295495,0,FN
2919-HBCJO,Month-to-month,4,76.65,1,0.755697394020167,1,TP
9508-ILZDG,Month-to-month,34,96.35,0,0.7285165535360512,1,FP
5442-BHQNG,Month-to-month,2,70.35,0,0.8083729089046203,1,FP
7250-EQKIY,Month-to-month,1,50.45,1,0.5206126759098556,1,TP
6838-HVLXG,Month-to-month,12,20.3,0,0.28000276732556256,0,TN
9767-FFLEM,Month-to-month,38,69.5,0,0.5678906267587287,1,FP
2245-ADZFJ,Two year,31,80.55,0,0.11085456953758914,0,TN
1150-WFARN,Two year,67,108.75,1,0.12583599082939317,0,FN
9054-FOWNV,Month-to-month,22,88.75,0,0.8132501625696272,1,FP
7997-EASSD,One year,63,81.2,0,0.21363713783941912,0,TN
7560-QJAVJ,Two year,70,79.6,0,0.02783830515651523,0,TN
2668-TZSPS,Month-to-month,1,20.45,0,0.38856713079269106,0,TN
9139-WQQDY,One year,49,100.45,1,0.3771381120983443,0,FN
6726-NNFWD,Two year,71,89.45,0,0.11139141325453075,0,TN
9330-DHBFL,One year,23,66.25,0,0.12050817097096743,0,TN
5727-MYATE,Two year,72,90.8,0,0.03626628850663667,0,TN
2824-DXNKN,Two year,72,71.45,0,0.03447131392115842,0,TN
6166-ILMNY,Month-to-month,2,69.75,1,0.7415286490686189,1,TP
5236-XMZJY,Month-to-month,42,59.65,0,0.15279482991293133,0,TN
1709-EJDOX,Two year,47,19.75,0,0.01687050372039462,0,TN
4962-CHQPW,One year,29,19.85,0,0.06978939404000585,0,TN
0301-FIDRB,Two year,72,63.8,0,0.034548079291148386,0,TN
1820-TQVEV,Month-to-month,1,69.55,1,0.8649646336105358,1,TP
9115-YQHGA,Month-to-month,40,51.1,0,0.3329810097278771,0,TN
1541-ETJZO,Month-to-month,1,62.05,1,0.5425830091145164,1,TP
6230-BSUXY,Month-to-month,1,85.0,1,0.8971284891621119,1,TP
6797-LNAQX,Two year,70,98.3,1,0.14625584184286883,0,FN
9588-YRFHY,Two year,49,19.9,0,0.026072202569799308,0,TN
1092-GANHU,Month-to-month,17,76.65,1,0.7822039622078995,1,TP
5951-AOFIH,Month-to-month,33,66.4,0,0.40440480258604106,0,TN
7029-RPUAV,Month-to-month,17,100.45,1,0.862258054134473,1,TP
4700-UBQMV,One year,21,75.9,0,0.3455363954198081,0,TN
3594-UVONA,One year,35,85.95,1,0.23289666918157,0,FN
7750-EYXWZ,One year,12,60.65,0,0.5016334295715787,1,FP
7054-ENNGU,Month-to-month,9,50.85,0,0.47588420580785556,0,TN
0402-OAMEN,Two year,72,24.45,0,0.007573572777955656,0,TN
2195-VVRJF,Month-to-month,18,59.1,0,0.5219949760715522,1,FP
8819-ZBYNA,Two year,58,109.1,0,0.1717145657447892,0,TN
7748-UMTRK,Month-to-month,30,101.3,0,0.7870367244190623,1,FP
1741-WTPON,Two year,56,115.85,0,0.1179110285575717,0,TN
7209-JCUDS,Month-to-month,10,94.9,1,0.8857568887077786,1,TP
2485-ITVKB,Month-to-month,2,35.1,1,0.8555825471823286,1,TP
9648-BCHKM,Two year,18,24.65,0,0.09090507027345748,0,TN
0743-HRVFF,One year,51,56.15,0,0.2545313810263478,0,TN
2522-AHJXR,Month-to-month,60,109.45,0,0.4899617783404357,0,TN
9143-CANJF,Month-to-month,24,55.15,0,0.2501890184865615,0,TN
1444-VVSGW,One year,70,115.65,1,0.18646348991342265,0,FN
6898-MDLZW,Month-to-month,12,53.75,0,0.4607027318763552,0,TN
0074-HDKDG,One year,25,61.6,0,0.1498740132067631,0,TN
3982-JGSFD,One year,36,20.35,0,0.08470218899328316,0,TN
7928-VJYAB,Month-to-month,11,90.6,0,0.8148284412223393,1,FP
1522-VVDMG,Month-to-month,7,89.75,1,0.7634693625084406,1,TP
2665-NPTGL,Month-to-month,26,98.1,0,0.8353601221780941,1,FP
8728-SKJLR,Month-to-month,41,74.25,0,0.5699604207528105,1,FP
7733-UDMTP,Month-to-month,57,55.0,0,0.5000218444418236,1,FP
0431-APWVY,One year,28,90.1,1,0.5513227455694102,1,TP
5081-NWSUP,One year,10,64.9,0,0.28137190068437434,0,TN
2746-DIJLO,One year,41,56.3,0,0.19352843681798657,0,TN
7277-OZCGZ,Month-to-month,22,89.05,0,0.6687902696772415,1,FP
5236-PERKL,Two year,57,112.95,1,0.21283342573788647,0,FN
2788-CJQAQ,One year,13,19.45,0,0.15905265068596927,0,TN
3096-WPXBT,One year,61,100.7,0,0.22289745423883897,0,TN
